candidate_id,title,production_score,production_score_norm,behavior_score,final_score,jd_score_norm,production_evidence_norm,semantic_score,final_score_v2,professional_score_norm,role_score,final_score_v3
CAND_0000023,Software Engineer,0,0.0,0.5085515995872033,0.10171031991744067,0.0,0.15789473684210525,0.5014682,0.43487851804963573,0.2631578947368421,0.6666666666666666,0.45619358492576667
CAND_0000024,HR Manager,1,0.08333333333333333,0.5065312177502579,0.16797291021671823,0.08333333333333333,0.10526315789473684,0.500041,0.4230325009018275,0.3684210526315789,0.0,0.2967201001919706
CAND_0000025,Frontend Engineer,0,0.0,0.44221800825593394,0.0884436016511868,0.0,0.21052631578947367,0.52209705,0.43581919120649804,0.2631578947368421,0.6666666666666666,0.4646750669714836
CAND_0000026,Graphic Designer,1,0.08333333333333333,0.3367180082559339,0.15901026831785345,0.16666666666666666,0.21052631578947367,0.5180273,0.4021343184361886,0.47368421052631576,0.6666666666666666,0.48427959744022353
CAND_0000027,DevOps Engineer,0,0.0,0.5343348813209494,0.1318669762641899,0.08333333333333333,0.15789473684210525,0.49779075,0.4407747886854059,0.2631578947368421,0.6666666666666666,0.45748481039986155
CAND_0000028,Operations Manager,0,0.0,0.401968008255934,0.08039360165118681,0.0,0.15789473684210525,0.49336895,0.39885382657840895,0.3684210526315789,0.0,0.2918232955093108
CAND_0000029,Business Analyst,0,0.0,0.29085964912280704,0.05817192982456141,0.0,0.10526315789473684,0.5200578,0.36833942503176237,0.3684210526315789,0.6666666666666666,0.448825495239308
CAND_0000030,Marketing Manager,1,0.08333333333333333,0.4406442208462332,0.1547955108359133,0.08333333333333333,0.10526315789473684,0.4256744,0.3660831021699374,0.3684210526315789,0.0,0.2641030952094386
CAND_0000031,Recommendation Systems Engineer,3,0.25,0.5788929308565531,0.31577858617131066,0.25,0.5263157894736842,0.44385496,0.5008585160611952,0.6842105263157894,1.0,0.6448174801610694
CAND_0000032,.NET Developer,0,0.0,0.4949680082559339,0.12399360165118678,0.08333333333333333,0.21052631578947367,0.4377234,0.409457364738984,0.21052631578947367,0.6666666666666666,0.43252455160211845
CAND_0000033,Graphic Designer,0,0.0,0.17702528379772964,0.060405056759545925,0.08333333333333333,0.15789473684210525,0.5449471,0.35716007639010994,0.3684210526315789,0.6666666666666666,0.45404804418515127
CAND_0000034,Business Analyst,1,0.08333333333333333,0.16946800825593394,0.10056026831785345,0.08333333333333333,0.10526315789473684,0.47758284,0.3106844551115213,0.3684210526315789,0.6666666666666666,0.4218200982806114
CAND_0000035,Full Stack Developer,0,0.0,0.25221800825593393,0.05044360165118679,0.0,0.21052631578947367,0.430624,0.3330826697240304,0.21052631578947367,0.6666666666666666,0.40576476807188316
CAND_0000036,Project Manager,0,0.0,0.44496800825593397,0.0889936016511868,0.0,0.10526315789473684,0.47655225,0.3928191580562769,0.3684210526315789,0.6666666666666666,0.44900938587159195
CAND_0000037,Business Analyst,0,0.0,0.5182180082559339,0.10364360165118679,0.0,0.10526315789473684,0.50450146,0.4287687650470911,0.3684210526315789,0.6666666666666666,0.46611661076516187
CAND_0000038,Java Developer,0,0.0,0.3465092879256966,0.09430185758513931,0.08333333333333333,0.21052631578947367,0.49899006,0.39555307898506664,0.2631578947368421,0.6666666666666666,0.44701673871211095
CAND_0000039,Marketing Manager,0,0.0,0.38446800825593397,0.0768936016511868,0.0,0.10526315789473684,0.46217677,0.3674814190416513,0.3684210526315789,0.0,0.271261297424339
CAND_0000040,Customer Support,0,0.0,0.46621800825593396,0.11824360165118679,0.08333333333333333,0.05263157894736842,0.49716324,0.3989733363368562,0.3157894736842105,0.0,0.2758920913697519
CAND_0000041,Operations Manager,0,0.0,0.314468008255934,0.0628936016511868,0.0,0.10526315789473684,0.5615921,0.3961890850811182,0.3684210526315789,0.0,0.2990566711025464
CAND_0000042,HR Manager,1,0.08333333333333333,0.2892180082559339,0.14951026831785344,0.16666666666666666,0.15789473684210525,0.4729573,0.35482300637558145,0.42105263157894735,0.0,0.28129896864024967
CAND_0000043,Cloud Engineer,0,0.0,0.22946800825593397,0.0458936016511868,0.0,0.42105263157894735,0.5221653,0.4141335780235267,0.42105263157894735,0.6666666666666666,0.4986871114276141
CAND_0000044,Frontend Engineer,0,0.0,0.42520794633642933,0.11004158926728587,0.08333333333333333,0.10526315789473684,0.46828914,0.3827595839231745,0.21052631578947367,0.6666666666666666,0.42045707728301773
CAND_0000045,Project Manager,0,0.0,0.291468008255934,0.0832936016511868,0.08333333333333333,0.15789473684210525,0.59534,0.4166893565972154,0.42105263157894735,0.6666666666666666,0.4910245745015956
CAND_0000046,Mechanical Engineer,0,0.0,0.34131862745098035,0.06826372549019608,0.0,0.05263157894736842,0.5293865,0.37761516421763885,0.3157894736842105,0.6666666666666666,0.44134697242174353
CAND_0000047,Project Manager,0,0.0,0.32496800825593397,0.0649936016511868,0.0,0.05263157894736842,0.46674728,0.3413903602340273,0.3157894736842105,0.6666666666666666,0.4177881747644383
CAND_0000048,Mobile Developer,0,0.0,0.40621800825593396,0.10624360165118679,0.08333333333333333,0.15789473684210525,0.47920573,0.39304721363380596,0.2631578947368421,0.6666666666666666,0.43816836390089325
CAND_0000049,Mechanical Engineer,0,0.0,0.35146800825593394,0.09529360165118679,0.08333333333333333,0.15789473684210525,0.5265964,0.4003175633271043,0.3684210526315789,0.6666666666666666,0.4650695883308771
CAND_0000050,Business Analyst,0,0.0,0.3486300309597523,0.06972600619195046,0.0,0.15789473684210525,0.45792395,0.36512993103874725,0.3684210526315789,0.6666666666666666,0.44075041131067816
CAND_0000051,Cloud Engineer,0,0.0,0.6404680082559339,0.12809360165118677,0.0,0.10526315789473684,0.48084798,0.45361702633191925,0.21052631578947367,0.6666666666666666,0.44637868760857413
CAND_0000052,Mechanical Engineer,0,0.0,0.31321800825593393,0.08764360165118679,0.08333333333333333,0.05263157894736842,0.5233154,0.36614943311000386,0.3157894736842105,0.6666666666666666,0.4364120198171574
CAND_0000053,Graphic Designer,0,0.0,0.3429161506707946,0.06858323013415893,0.0,0.10526315789473684,0.5365882,0.3922215727732277,0.3684210526315789,0.6666666666666666,0.45981677454735836
CAND_0000054,QA Engineer,0,0.0,0.3697180082559339,0.07394360165118678,0.0,0.10526315789473684,0.48962152,0.37677879407693726,0.21052631578947367,0.6666666666666666,0.4223744145992739
CAND_0000055,Full Stack Developer,0,0.0,0.3206034571723426,0.08912069143446852,0.08333333333333333,0.15789473684210525,0.49361324,0.3745666060716375,0.21052631578947367,0.6666666666666666,0.42675479940423283
CAND_0000056,Frontend Engineer,0,0.0,0.4549680082559339,0.09099360165118679,0.0,0.21052631578947367,0.44540423,0.4012977814088296,0.21052631578947367,0.6666666666666666,0.4312128402907781
CAND_0000057,Customer Support,1,0.08333333333333333,0.277968008255934,0.12226026831785347,0.08333333333333333,0.15789473684210525,0.43232274,0.331130720122606,0.3684210526315789,0.0,0.2580571314210616
CAND_0000058,HR Manager,0,0.0,0.5452180082559338,0.10904360165118676,0.0,0.15789473684210525,0.4560978,0.4231932555754487,0.3684210526315789,0.0,0.2931034017677031
CAND_0000059,Frontend Engineer,0,0.0,0.20271800825593397,0.0405436016511868,0.0,0.21052631578947367,0.5144383,0.36013980139593593,0.3157894736842105,0.6666666666666666,0.44593923392642754
CAND_0000060,Cloud Engineer,0,0.0,0.276968008255934,0.0803936016511868,0.08333333333333333,0.21052631578947367,0.49800307,0.37419719842772,0.3157894736842105,0.6666666666666666,0.44761190886844415
CAND_0000061,DevOps Engineer,0,0.0,0.20546800825593395,0.06609360165118679,0.08333333333333333,0.15789473684210525,0.5148734,0.35065604255989236,0.2631578947368421,0.6666666666666666,0.4305770501096182
CAND_0000062,DevOps Engineer,0,0.0,0.5301184210526315,0.10602368421052631,0.0,0.10526315789473684,0.49122158,0.425698946359283,0.21052631578947367,0.6666666666666666,0.43897448622009205
CAND_0000063,Java Developer,0,0.0,0.6601142930856553,0.15702285861713106,0.08333333333333333,0.15789473684210525,0.49291408,0.4760702756040236,0.2631578947368421,0.6666666666666666,0.468355912968544
CAND_0000064,Accountant,0,0.0,0.32296800825593397,0.0645936016511868,0.0,0.10526315789473684,0.48448813,0.3601870988636194,0.3157894736842105,0.0,0.265025543908192
CAND_0000065,Project Manager,1,0.08333333333333333,0.21446800825593398,0.10956026831785347,0.08333333333333333,0.10526315789473684,0.4832231,0.32700458927442416,0.3684210526315789,0.6666666666666666,0.42829418921441115
CAND_0000066,Content Writer,0,0.0,0.285468008255934,0.0570936016511868,0.0,0.05263157894736842,0.5362178,0.3642756226279787,0.3157894736842105,0.6666666666666666,0.4381528614204365
CAND_0000067,Frontend Engineer,0,0.0,0.37202038183694525,0.07440407636738905,0.0,0.15789473684210525,0.45896766,0.3726688898680749,0.2631578947368421,0.6666666666666666,0.42766527468085413
CAND_0000068,Java Developer,0,0.0,0.5570962332301341,0.13641924664602684,0.08333333333333333,0.21052631578947367,0.49551764,0.4569929537798967,0.2631578947368421,0.6666666666666666,0.4668600945355845
CAND_0000069,Business Analyst,1,0.08333333333333333,0.365218008255934,0.16471026831785346,0.16666666666666666,0.15789473684210525,0.5127468,0.3975177553017442,0.42105263157894735,0.6666666666666666,0.4694919476343013
CAND_0000070,Business Analyst,0,0.0,0.3512180082559339,0.09524360165118678,0.08333333333333333,0.10526315789473684,0.44540673,0.3491214015274225,0.3684210526315789,0.6666666666666666,0.42873345630139387
CAND_0000071,DevOps Engineer,0,0.0,0.31225515995872033,0.08745103199174406,0.08333333333333333,0.15789473684210525,0.50643945,0.3784752190575142,0.21052631578947367,0.6666666666666666,0.43040913820761273
CAND_0000072,Frontend Engineer,0,0.0,0.35643343653250775,0.09628668730650154,0.08333333333333333,0.2631578947368421,0.5148125,0.4169678744506541,0.3684210526315789,0.6666666666666666,0.47723123164518944
CAND_0000073,Project Manager,0,0.0,0.47996800825593394,0.12099360165118679,0.08333333333333333,0.21052631578947367,0.5021313,0.43716130727629177,0.47368421052631576,0.6666666666666666,0.4930409955887602
CAND_0000074,Operations Manager,0,0.0,0.6154680082559338,0.12309360165118677,0.0,0.42105263157894735,0.6077828,0.5727423193546272,0.10526315789473684,0.0,0.353218139659854
CAND_0000075,Full Stack Developer,0,0.0,0.4956893704850361,0.09913787409700722,0.0,0.15789473684210525,0.5115212,0.43604636861753904,0.2631578947368421,0.6666666666666666,0.45842592850476965
CAND_0000076,Project Manager,0,0.0,0.34371800825593396,0.0687436016511868,0.0,0.05263157894736842,0.425542,0.32641271674418965,0.3157894736842105,0.6666666666666666,0.4052413243215519
CAND_0000077,Frontend Engineer,0,0.0,0.279468008255934,0.0558936016511868,0.0,0.15789473684210525,0.4942419,0.36254029649093794,0.2631578947368421,0.6666666666666666,0.43075602190088563
CAND_0000078,Business Analyst,0,0.0,0.24332997936016512,0.048665995872033026,0.0,0.21052631578947367,0.4797436,0.3549760569117756,0.42105263157894735,0.6666666666666666,0.4536467696502604
CAND_0000079,Customer Support,0,0.0,0.25096800825593396,0.0751936016511868,0.08333333333333333,0.10526315789473684,0.40165925,0.2971726591854273,0.3684210526315789,0.0,0.23673016105463385
CAND_0000080,Graphic Designer,0,0.0,0.31146800825593396,0.062293601651186796,0.0,0.10526315789473684,0.4640174,0.3465017296581446,0.3684210526315789,0.6666666666666666,0.4312721859928993
CAND_0000081,Accountant,1,0.08333333333333333,0.23696800825593398,0.11406026831785346,0.08333333333333333,0.10526315789473684,0.50416815,0.34422711046029913,0.3684210526315789,0.0,0.2712082829075086
CAND_0000082,Data Analyst,1,0.08333333333333333,0.571718008255934,0.15601026831785347,0.0,0.3684210526315789,0.47424644,0.48232283416207733,0.2631578947368421,0.6666666666666666,0.48456156440881015
CAND_0000083,Graphic Designer,0,0.0,0.3839976780185758,0.10179953560371516,0.08333333333333333,0.47368421052631576,0.556291,0.48808163758770967,0.15789473684210525,0.6666666666666666,0.49450511208690234
CAND_0000084,Marketing Manager,1,0.08333333333333333,0.3637180082559339,0.13941026831785347,0.08333333333333333,0.10526315789473684,0.562287,0.41131152055551395,0.3684210526315789,0.0,0.3042248729543912
CAND_0000085,Mechanical Engineer,1,0.08333333333333333,0.4932180082559339,0.19031026831785347,0.16666666666666666,0.15789473684210525,0.55052775,0.4548082255680863,0.42105263157894735,0.6666666666666666,0.49551528278120527
CAND_0000086,Mechanical Engineer,0,0.0,0.39522394220846235,0.07904478844169248,0.0,0.10526315789473684,0.4864115,0.38282557019050645,0.3684210526315789,0.6666666666666666,0.44748571567031004
CAND_0000087,Full Stack Developer,0,0.0,0.4825877192982456,0.09651754385964913,0.0,0.15789473684210525,0.4876533,0.4201819057903792,0.2631578947368421,0.6666666666666666,0.4487619787057241
CAND_0000088,Java Developer,0,0.0,0.49646800825593396,0.0992936016511868,0.0,0.2631578947368421,0.49389726,0.44852061104183966,0.3157894736842105,0.6666666666666666,0.4760196075273372
CAND_0000089,Mechanical Engineer,0,0.0,0.35696800825593394,0.07139360165118679,0.0,0.10526315789473684,0.5330812,0.39468362100412235,0.3157894736842105,0.6666666666666666,0.4520997701127462
CAND_0000090,QA Engineer,0,0.0,0.2992180082559339,0.05984360165118679,0.0,0.10526315789473684,0.5025778,0.3621069248943506,0.21052631578947367,0.6666666666666666,0.4198591061714632
CAND_0000091,Frontend Engineer,0,0.0,0.2952159442724458,0.05904318885448916,0.0,0.21052631578947367,0.4633912,0.36236565374420154,0.3157894736842105,0.6666666666666666,0.43732255015781657
CAND_0000092,Business Analyst,1,0.08333333333333333,0.21496800825593398,0.10966026831785347,0.08333333333333333,0.10526315789473684,0.49496847,0.33302727101137025,0.3684210526315789,0.6666666666666666,0.43245506195992506
CAND_0000093,Civil Engineer,0,0.0,0.4462430340557275,0.1142486068111455,0.08333333333333333,0.15789473684210525,0.5997467,0.4653252096359205,0.42105263157894735,0.0,0.3413777551042775
CAND_0000094,Graphic Designer,0,0.0,0.36017311661506707,0.07203462332301341,0.0,0.15789473684210525,0.52218854,0.4007251544896294,0.3684210526315789,0.6666666666666666,0.4643973372449078
CAND_0000095,HR Manager,0,0.0,0.37446800825593396,0.07489360165118679,0.0,0.10526315789473684,0.49776354,0.38227480621625765,0.3684210526315789,0.0,0.2827166714267957
CAND_0000096,QA Engineer,0,0.0,0.46871800825593396,0.0937436016511868,0.0,0.15789473684210525,0.532271,0.43832986362770243,0.2631578947368421,0.6666666666666666,0.46299121591638853
CAND_0000097,Mechanical Engineer,0,0.0,0.280968008255934,0.0561936016511868,0.0,0.3684210526315789,0.59678125,0.45636523991044464,0.21052631578947367,0.6666666666666666,0.4904790086103297
CAND_0000098,Business Analyst,0,0.0,0.38396800825593397,0.0767936016511868,0.0,0.05263157894736842,0.55698484,0.4042091391780428,0.3157894736842105,0.6666666666666666,0.4552713200252491
CAND_0000099,Full Stack Developer,0,0.0,0.38546800825593397,0.0770936016511868,0.0,0.21052631578947367,0.4704491,0.3929702106366586,0.3157894736842105,0.6666666666666666,0.4488180114542367
CAND_0000100,Graphic Designer,1,0.08333333333333333,0.15646800825593396,0.12296026831785345,0.16666666666666666,0.15789473684210525,0.4761495,0.31659409955337686,0.42105263157894735,0.6666666666666666,0.4358078945709086
