candidate_id,title,production_score,production_score_norm,behavior_score,final_score,jd_score_norm,production_evidence_norm,semantic_score,final_score_v2,professional_score_norm,final_score_v3
CAND_0000060,Cloud Engineer,0,0.0,0.276968008255934,0.0803936016511868,0.08333333333333333,0.21052631578947367,0.49800318,0.37419725803236475,0.3157894736842105,0.3631801151071663
CAND_0000061,DevOps Engineer,0,0.0,0.20546800825593395,0.06609360165118679,0.08333333333333333,0.15789473684210525,0.5148735,0.35065610216453713,0.2631578947368421,0.33363220233383317
CAND_0000062,DevOps Engineer,0,0.0,0.5301184210526315,0.10602368421052631,0.0,0.10526315789473684,0.4912216,0.4256989612604442,0.21052631578947367,0.38691299075829355
CAND_0000063,Java Developer,0,0.0,0.6601142930856553,0.15702285861713106,0.08333333333333333,0.15789473684210525,0.4929141,0.4760702905051848,0.2631578947368421,0.43851001585464855
CAND_0000064,Accountant,0,0.0,0.32296800825593397,0.0645936016511868,0.0,0.10526315789473684,0.48448807,0.360187069061297,0.3157894736842105,0.3534846044499562
CAND_0000065,Project Manager,1,0.08333333333333333,0.21446800825593398,0.10956026831785347,0.08333333333333333,0.10526315789473684,0.48322314,0.32700460417558536,0.3684210526315789,0.3363799513110928
CAND_0000066,Content Writer,0,0.0,0.285468008255934,0.0570936016511868,0.0,0.05263157894736842,0.5362177,0.3642755630233339,0.3157894736842105,0.3569067094485949
CAND_0000067,Frontend Engineer,0,0.0,0.37202038183694525,0.07440407636738905,0.0,0.15789473684210525,0.4589677,0.3726689047692361,0.2631578947368421,0.3529079592127057
CAND_0000068,Java Developer,0,0.0,0.5570962332301341,0.13641924664602684,0.08333333333333333,0.21052631578947367,0.49551776,0.45699301338454146,0.2631578947368421,0.4216916947898727
CAND_0000069,Business Analyst,1,0.08333333333333333,0.365218008255934,0.16471026831785346,0.16666666666666666,0.15789473684210525,0.5127467,0.39751769569709944,0.42105263157894735,0.4042979126073751
CAND_0000070,Business Analyst,0,0.0,0.3512180082559339,0.09524360165118678,0.08333333333333333,0.10526315789473684,0.4454067,0.3491213866262613,0.3684210526315789,0.35544086535070457
CAND_0000071,DevOps Engineer,0,0.0,0.31225515995872033,0.08745103199174406,0.08333333333333333,0.15789473684210525,0.5064395,0.3784752488598366,0.21052631578947367,0.3464290664769302
CAND_0000072,Frontend Engineer,0,0.0,0.35643343653250775,0.09628668730650154,0.08333333333333333,0.2631578947368421,0.51481265,0.41696793405529886,0.3684210526315789,0.40819131616874377
CAND_0000073,Project Manager,0,0.0,0.47996800825593394,0.12099360165118679,0.08333333333333333,0.21052631578947367,0.5021313,0.43716130727629177,0.47368421052631576,0.44716030485096114
CAND_0000074,Operations Manager,0,0.0,0.6154680082559338,0.12309360165118677,0.0,0.42105263157894735,0.60778284,0.5727423491569495,0.10526315789473684,0.48119067361197354
CAND_0000075,Full Stack Developer,0,0.0,0.4956893704850361,0.09913787409700722,0.0,0.15789473684210525,0.51152134,0.4360464282221838,0.2631578947368421,0.4048466768022415
CAND_0000076,Project Manager,0,0.0,0.34371800825593396,0.0687436016511868,0.0,0.05263157894736842,0.42554206,0.32641274654651203,0.3157894736842105,0.3271989622276019
CAND_0000077,Frontend Engineer,0,0.0,0.279468008255934,0.0558936016511868,0.0,0.15789473684210525,0.49424195,0.36254032629326033,0.2631578947368421,0.3438795816368117
CAND_0000078,Business Analyst,0,0.0,0.24332997936016512,0.048665995872033026,0.0,0.21052631578947367,0.4797436,0.3549760569117756,0.42105263157894735,0.36851940550068457
CAND_0000079,Customer Support,0,0.0,0.25096800825593396,0.0751936016511868,0.08333333333333333,0.10526315789473684,0.40165922,0.2971726442842661,0.3684210526315789,0.3128793804178051
CAND_0000080,Graphic Designer,0,0.0,0.31146800825593396,0.062293601651186796,0.0,0.10526315789473684,0.46401742,0.34650174455930577,0.3684210526315789,0.3529476576576046
CAND_0000081,Accountant,1,0.08333333333333333,0.23696800825593398,0.11406026831785346,0.08333333333333333,0.10526315789473684,0.50416815,0.34422711046029913,0.3684210526315789,0.3503829503783993
CAND_0000082,Data Analyst,1,0.08333333333333333,0.571718008255934,0.15601026831785347,0.0,0.3684210526315789,0.4742464,0.48232281926091614,0.2631578947368421,0.4405228009321126
CAND_0000083,Graphic Designer,0,0.0,0.3839976780185758,0.10179953560371516,0.08333333333333333,0.47368421052631576,0.55629104,0.48808166739003206,0.15789473684210525,0.4211474159553693
CAND_0000084,Marketing Manager,1,0.08333333333333333,0.3637180082559339,0.13941026831785347,0.08333333333333333,0.10526315789473684,0.5622869,0.41131149075319157,0.3684210526315789,0.4053179605731777
CAND_0000085,Mechanical Engineer,1,0.08333333333333333,0.4932180082559339,0.19031026831785347,0.16666666666666666,0.15789473684210525,0.5505277,0.4548081957657639,0.42105263157894735,0.4514103126623067
CAND_0000086,Mechanical Engineer,0,0.0,0.39522394220846235,0.07904478844169248,0.0,0.10526315789473684,0.48641157,0.38282559999282884,0.3684210526315789,0.3828442953834839
CAND_0000087,Full Stack Developer,0,0.0,0.4825877192982456,0.09651754385964913,0.0,0.15789473684210525,0.48765332,0.42018192069154037,0.2631578947368421,0.3920240453251621
CAND_0000088,Java Developer,0,0.0,0.49646800825593396,0.0992936016511868,0.0,0.2631578947368421,0.49389732,0.44852064084416204,0.3157894736842105,0.42430750556713037
CAND_0000089,Mechanical Engineer,0,0.0,0.35696800825593394,0.07139360165118679,0.0,0.10526315789473684,0.53308123,0.39468365080644474,0.3157894736842105,0.3814218728263066
CAND_0000090,QA Engineer,0,0.0,0.2992180082559339,0.05984360165118679,0.0,0.10526315789473684,0.50257784,0.362106954696673,0.21052631578947367,0.33373037243861287
CAND_0000091,Frontend Engineer,0,0.0,0.2952159442724458,0.05904318885448916,0.0,0.21052631578947367,0.46339118,0.36236563884304035,0.3157894736842105,0.3538973110368008
CAND_0000092,Business Analyst,1,0.08333333333333333,0.21496800825593398,0.10966026831785347,0.08333333333333333,0.10526315789473684,0.49496853,0.33302730081369264,0.3684210526315789,0.3412031086215786
CAND_0000093,Civil Engineer,0,0.0,0.4462430340557275,0.1142486068111455,0.08333333333333333,0.15789473684210525,0.5997467,0.4653252096359205,0.42105263157894735,0.45935417699666214
CAND_0000094,Graphic Designer,0,0.0,0.36017311661506707,0.07203462332301341,0.0,0.15789473684210525,0.5221886,0.4007251842919518,0.3684210526315789,0.39628714771807133
CAND_0000095,HR Manager,0,0.0,0.37446800825593396,0.07489360165118679,0.0,0.10526315789473684,0.4977635,0.38227479131509645,0.3684210526315789,0.3821960980424694
CAND_0000096,QA Engineer,0,0.0,0.46871800825593396,0.0937436016511868,0.0,0.15789473684210525,0.53227097,0.43832983382538004,0.2631578947368421,0.40640367872181077
CAND_0000097,Mechanical Engineer,0,0.0,0.280968008255934,0.0561936016511868,0.0,0.3684210526315789,0.5967812,0.45636521010812225,0.21052631578947367,0.40632289782040387
CAND_0000098,Business Analyst,0,0.0,0.38396800825593397,0.0767936016511868,0.0,0.05263157894736842,0.55698466,0.40420904977107563,0.3157894736842105,0.38983849586655606
CAND_0000099,Full Stack Developer,0,0.0,0.38546800825593397,0.0770936016511868,0.0,0.21052631578947367,0.47044915,0.392970240438981,0.3157894736842105,0.3792835010324592
CAND_0000100,Graphic Designer,1,0.08333333333333333,0.15646800825593396,0.12296026831785345,0.16666666666666666,0.15789473684210525,0.4761494,0.3165940548498933,0.42105263157894735,0.33747151185053914
CAND_0000101,Customer Support,0,0.0,0.486968008255934,0.09739360165118681,0.0,0.05263157894736842,0.5006931,0.40696325967097796,0.3157894736842105,0.3930718727271747
CAND_0000102,Operations Manager,0,0.0,0.3339680082559339,0.06679360165118679,0.0,0.05263157894736842,0.5172627,0.36934806687617816,0.3157894736842105,0.3614497155111026
CAND_0000103,Mechanical Engineer,0,0.0,0.23046800825593397,0.0460936016511868,0.0,0.10526315789473684,0.56068635,0.3705362089901148,0.3684210526315789,0.3713652321824841
CAND_0000104,Mobile Developer,0,0.0,0.5835539215686275,0.1167107843137255,0.0,0.21052631578947367,0.4957624,0.4650526435183298,0.3157894736842105,0.43893028858952965
CAND_0000105,Mechanical Engineer,1,0.08333333333333333,0.18571800825593396,0.10381026831785345,0.08333333333333333,0.15789473684210525,0.5481497,0.3613692023117845,0.3684210526315789,0.3630578110503462
CAND_0000106,Marketing Manager,1,0.08333333333333333,0.27871800825593396,0.14741026831785345,0.16666666666666666,0.15789473684210525,0.4898703,0.3601295047600572,0.3684210526315789,0.36299604704849986
CAND_0000107,Mechanical Engineer,0,0.0,0.283468008255934,0.0566936016511868,0.0,0.10526315789473684,0.534794,0.37349002054025515,0.3684210526315789,0.3742582844028286
CAND_0000108,Full Stack Developer,0,0.0,0.6471689886480908,0.15443379772961816,0.08333333333333333,0.10526315789473684,0.5087195,0.4695630801131482,0.21052631578947367,0.42317478257571456
CAND_0000109,Mechanical Engineer,0,0.0,0.3052180082559339,0.08604360165118678,0.08333333333333333,0.10526315789473684,0.47518045,0.3502082576065241,0.3684210526315789,0.355850365115147
CAND_0000110,Software Engineer,0,0.0,0.540047471620227,0.10800949432404541,0.0,0.10526315789473684,0.47961664,0.422875194064161,0.21052631578947367,0.3847532585662462
CAND_0000111,Graphic Designer,0,0.0,0.24646800825593396,0.04929360165118679,0.0,0.10526315789473684,0.47364965,0.3318178594618021,0.3157894736842105,0.33002423080989574
CAND_0000112,AI Specialist,0,0.0,0.5039401444788442,0.10078802889576884,0.0,0.3157894736842105,0.4902534,0.459466632521337,0.3684210526315789,0.44313902027109947
CAND_0000113,.NET Developer,0,0.0,0.43596800825593396,0.0871936016511868,0.0,0.10526315789473684,0.46120408,0.38244507494260654,0.21052631578947367,0.3513683745958242
CAND_0000114,Sales Executive,0,0.0,0.30946800825593396,0.06189360165118679,0.0,0.15789473684210525,0.54147035,0.3951545242626969,0.3684210526315789,0.3913235626506117
CAND_0000115,Operations Manager,0,0.0,0.4632180082559339,0.09264360165118679,0.0,0.10526315789473684,0.46584025,0.3929381591825662,0.3157894736842105,0.381087970586507
CAND_0000116,Full Stack Developer,0,0.0,0.4559899380804953,0.11619798761609906,0.08333333333333333,0.21052631578947367,0.461176,0.4094902485750777,0.3157894736842105,0.3932047268395822
CAND_0000117,QA Engineer,0,0.0,0.5079091847265222,0.10158183694530445,0.0,0.10526315789473684,0.45860636,0.4027285681683213,0.21052631578947367,0.36831458094110187
CAND_0000118,Graphic Designer,0,0.0,0.158968008255934,0.0317936016511868,0.0,0.10526315789473684,0.46599862,0.30174234395315036,0.3684210526315789,0.3156151312122158
CAND_0000119,Graphic Designer,0,0.0,0.422968008255934,0.0845936016511868,0.0,0.10526315789473684,0.4967155,0.3963007770805536,0.3684210526315789,0.3939018836746029
CAND_0000120,Graphic Designer,0,0.0,0.30596800825593395,0.06119360165118679,0.0,0.42105263157894735,0.61118597,0.48159391275367497,0.15789473684210525,0.4157032402788276
CAND_0000121,Customer Support,0,0.0,0.27121800825593395,0.054243601651186794,0.0,0.47368421052631576,0.57456726,0.46338587376104423,0.15789473684210525,0.4002629932952493
CAND_0000122,Civil Engineer,0,0.0,0.38940118679050567,0.10288023735810113,0.08333333333333333,0.10526315789473684,0.52572733,0.40073665343526715,0.3684210526315789,0.39711491952395167
CAND_0000123,Marketing Manager,0,0.0,0.295718008255934,0.059143601651186796,0.0,0.05263157894736842,0.4723334,0.3354084189870409,0.3157894736842105,0.3339154912393283
CAND_0000124,Operations Manager,0,0.0,0.273968008255934,0.07979360165118679,0.08333333333333333,0.15789473684210525,0.57213354,0.39983612039879013,0.42105263157894735,0.4052401583291921
CAND_0000125,Sales Executive,0,0.0,0.23596800825593395,0.047193601651186794,0.0,0.05263157894736842,0.4500644,0.3063489137151293,0.3157894736842105,0.3100703900020312
CAND_0000126,Mechanical Engineer,0,0.0,0.4306047471620227,0.08612094943240454,0.0,0.10526315789473684,0.554203,0.4273355426488646,0.3684210526315789,0.41880606351831257
CAND_0000127,Mobile Developer,0,0.0,0.41021800825593396,0.10704360165118679,0.08333333333333333,0.15789473684210525,0.49518308,0.40223589006260085,0.2631578947368421,0.37694352967205186
CAND_0000128,Mobile Developer,0,0.0,0.37321800825593393,0.09964360165118678,0.08333333333333333,0.10526315789473684,0.47573182,0.3708839439897714,0.21052631578947367,0.3414919698335561
CAND_0000129,Graphic Designer,0,0.0,0.3017180082559339,0.06034360165118679,0.0,0.10526315789473684,0.49867502,0.3609055433302103,0.3684210526315789,0.36437319965456044
CAND_0000130,Cloud Engineer,0,0.0,0.4887180082559339,0.09774360165118678,0.0,0.2631578947368421,0.47254845,0.43552120892411045,0.3684210526315789,0.4243567788007951
CAND_0000131,Data Analyst,1,0.08333333333333333,0.399968008255934,0.12166026831785345,0.0,0.21052631578947367,0.5203311,0.4222612079987954,0.3157894736842105,0.4028612750803108
CAND_0000132,Sales Executive,0,0.0,0.46198993808049527,0.09239798761609906,0.0,0.10526315789473684,0.35005963,0.3346794272464126,0.3684210526315789,0.34499502608576793
CAND_0000133,Graphic Designer,1,0.08333333333333333,0.32021800825593394,0.15571026831785345,0.16666666666666666,0.3684210526315789,0.57680935,0.4581542863410324,0.15789473684210525,0.39762034599749047
CAND_0000134,Full Stack Developer,0,0.0,0.37421800825593393,0.09984360165118679,0.08333333333333333,0.15789473684210525,0.5233401,0.40551440285041973,0.21052631578947367,0.36868001815236884
CAND_0000135,Civil Engineer,0,0.0,0.26146800825593397,0.052293601651186794,0.0,0.10526315789473684,0.5570303,0.3780081941394983,0.3684210526315789,0.37765281732175865
CAND_0000136,QA Engineer,0,0.0,0.49196800825593395,0.0983936016511868,0.0,0.2631578947368421,0.52265054,0.46154725136166386,0.3684210526315789,0.4452101187113023
CAND_0000137,Mechanical Engineer,0,0.0,0.39905443756449943,0.10481088751289988,0.08333333333333333,0.15789473684210525,0.52420634,0.41339844879424975,0.42105263157894735,0.41734088533864544
CAND_0000138,Business Analyst,1,0.08333333333333333,0.3884563983488132,0.1443579463364293,0.08333333333333333,0.10526315789473684,0.46926785,0.37222347366049563,0.3684210526315789,0.3742949248394853
CAND_0000139,Customer Support,0,0.0,0.5156589267285862,0.12813178534571723,0.08333333333333333,0.05263157894736842,0.5203549,0.42540145710112504,0.3157894736842105,0.4081093309153221
CAND_0000140,Civil Engineer,0,0.0,0.28071800825593396,0.0811436016511868,0.08333333333333333,0.15789473684210525,0.55817527,0.3948819827397172,0.3684210526315789,0.39081802645199565
CAND_0000141,Accountant,0,0.0,0.408468008255934,0.0816936016511868,0.0,0.0,0.4935256,0.3693031997132228,0.21052631578947367,0.34163250599126455
CAND_0000142,Mobile Developer,0,0.0,0.327968008255934,0.0655936016511868,0.0,0.3157894736842105,0.5008266,0.41196159582049485,0.3684210526315789,0.4033752784888934
CAND_0000143,Graphic Designer,0,0.0,0.31002915376676987,0.062005830753353974,0.0,0.05263157894736842,0.49272406,0.34989709242563866,0.3157894736842105,0.34564954740577936
CAND_0000144,Graphic Designer,0,0.0,0.3012180082559339,0.08524360165118679,0.08333333333333333,0.10526315789473684,0.59621745,0.40952676079561096,0.3684210526315789,0.40326517660711325
CAND_0000145,Business Analyst,0,0.0,0.3022180082559339,0.060443601651186785,0.0,0.10526315789473684,0.5470306,0.38523334791948183,0.3684210526315789,0.3838404433259777
CAND_0000146,Sales Executive,0,0.0,0.42846800825593395,0.0856936016511868,0.0,0.05263157894736842,0.5017556,0.389944515869861,0.3157894736842105,0.37887186874558443
CAND_0000147,Civil Engineer,0,0.0,0.24046800825593395,0.04809360165118679,0.0,0.10526315789473684,0.4634357,0.324910888793963,0.3157894736842105,0.324438660236089
CAND_0000148,Content Writer,1,0.08333333333333333,0.36508204334365324,0.1396830753353973,0.08333333333333333,0.15789473684210525,0.42760873,0.35490792457592374,0.3684210526315789,0.359682432192767
CAND_0000149,Graphic Designer,1,0.08333333333333333,0.21696800825593396,0.11006026831785345,0.08333333333333333,0.10526315789473684,0.4963234,0.3343047374038874,0.3684210526315789,0.34224504895303764
CAND_0000150,Content Writer,0,0.0,0.25421800825593394,0.05084360165118679,0.0,0.05263157894736842,0.43017754,0.30188048805976425,0.3157894736842105,0.30667815841843593
CAND_0000151,Civil Engineer,0,0.0,0.38766460268317854,0.07753292053663571,0.0,0.15789473684210525,0.54353905,0.41964785179398006,0.42105263157894735,0.422226503429152
CAND_0000152,QA Engineer,0,0.0,0.41221800825593397,0.0824436016511868,0.0,0.21052631578947367,0.5195469,0.42554412864546287,0.3157894736842105,0.40561012053834145
CAND_0000153,Graphic Designer,0,0.0,0.22689576883384935,0.045379153766769875,0.0,0.05263157894736842,0.4102678,0.283728946485977,0.3157894736842105,0.29188370276518527
CAND_0000154,HR Manager,1,0.08333333333333333,0.404968008255934,0.14766026831785345,0.08333333333333333,0.05263157894736842,0.5256894,0.3948614298083834,0.3157894736842105,0.38257040287663446
CAND_0000155,Software Engineer,0,0.0,0.39890763673890606,0.07978152734778121,0.0,0.21052631578947367,0.5224797,0.4230174106611187,0.2631578947368421,0.39292932068575764
CAND_0000156,Civil Engineer,0,0.0,0.30571800825593387,0.06114360165118678,0.0,0.10526315789473684,0.5150755,0.3703057864456354,0.3684210526315789,0.3719333911666683
CAND_0000157,Mechanical Engineer,0,0.0,0.22546800825593397,0.045093601651186796,0.0,0.15789473684210525,0.4829928,0.34071574889019174,0.3684210526315789,0.3469325393723753
